Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
1119,Adafruit,3.75,8700000.0,Manufacturing,40,New York,NY
1120,MCT Trading,3.75,7000000.0,Business Products & Services,45,San Diego,CA
1121,Aspenmark Roofing Solutions,3.74,10600000.0,Construction,9,Dallas,TX
1122,Access Media 3,3.73,26200000.0,Telecommunications,124,Oak Brook,IL
1123,Prime-Line,3.73,22900000.0,Manufacturing,65,Malvern,AR
1124,Vocalocity,3.72,42900000.0,Telecommunications,,Atlanta,GA
1125,American Preferred Lending,3.72,4300000.0,Financial Services,16,San Diego,CA
1126,Pathology Lab Solutions,3.72,2100000.0,Health,7,Conshohocken,PA
1127,MedSys Group,3.72,22200000.0,Health,140,Plano,TX
1128,PureFormulas.com,3.72,30700000.0,Health,100,Medley,FL
1129,Likeable Media,3.72,5000000.0,Advertising & Marketing,65,New York,NY
1130,DealerOn,3.71,6100000.0,Advertising & Marketing,36,Derwood,MD
1131,Mobifusion,3.71,8100000.0,Software,49,Fremont,CA
1132,JBK Associates International,3.7,3000000.0,Human Resources,13,Englewood Cliffs,NJ
1133,Riviera Partners,3.7,12000000.0,Human Resources,57,San Francisco,CA
1134,DA Stores,3.7,4800000.0,Retail,13,Vernon,CA
1135,Dyn,3.69,30200000.0,IT Services,204,Manchester,NH
1136,FastMed Urgent Care,3.69,35100000.0,Health,470,Clayton,NC
1137,Sphere Consulting,3.68,6200000.0,Software,100,Chicago,IL
1138,Affirma Consulting,3.67,10800000.0,Business Products & Services,73,Bellevue,WA
1139,Exinda,3.67,26600000.0,Software,118,Boston,MA
1140,Total Strength and Speed,3.67,2500000.0,Consumer Products & Services,6,West Columbia,SC
1141,FLS Energy,3.67,38600000.0,Energy,63,Asheville,NC
1142,Bridge Partners,3.66,13600000.0,Business Products & Services,95,Seattle,WA
1143,T-Force,3.66,26500000.0,Telecommunications,266,IRVINE,CA
1144,Meridian Pacific Properties,3.65,8800000.0,Real Estate,8,San Marcos,CA
1145,Lextech Global Services,3.65,6000000.0,Software,30,Lisle,IL
1146,Smarter Mortgages,3.65,18100000.0,Financial Services,65,Powell,OH
1147,Momentum Resources,3.65,2200000.0,Human Resources,43,Richmond,VA
1148,Butterfly Effects,3.64,7300000.0,Education,330,Pompano Beach,FL
1149,ReqRoute,3.64,14500000.0,IT Services,25,Milpitas,CA
1150,FindMyCompany.com,3.63,2000000.0,Advertising & Marketing,30,Austin,TX
1151,Formstack,3.63,2500000.0,Software,20,Indianapolis,IN
1152,Encima Group,3.63,6400000.0,Business Products & Services,54,Newark,DE
1153,Surveying And Mapping,3.63,91300000.0,Engineering,478,Austin,TX
1154,Two Maids & A Mop,3.63,2700000.0,Consumer Products & Services,148,Mountain Brook,AL
1155,ShopAtHome.com,3.63,77500000.0,Advertising & Marketing,128,Greenwood Villiage,CO
1156,Roofing By Curry,3.62,7700000.0,Construction,89,Sarasota,FL
1157,CallingMart,3.62,21000000.0,Telecommunications,12,Doral,FL
1158,ebQuickstart,3.62,5300000.0,Advertising & Marketing,55,Austin,TX
1159,M Corp,3.62,16300000.0,IT Services,48,Sacramento,CA
1160,EverStaff,3.62,22900000.0,Human Resources,52,Independence,OH
1161,InfoStretch,3.61,17600000.0,IT Services,471,Santa Clara,CA
1162,StrategicHealthSolutions,3.61,19400000.0,Government Services,128,Columbia,MD
1163,JD Mellberg Financial,3.61,14400000.0,Financial Services,80,Tucson,AZ
1164,Rich Duncan Construction,3.61,13300000.0,Construction,21,Salem,OR
1165,Strike,3.61,545200000.0,Energy,2376,The Woodlands,TX
1166,Manhattan Strategy Group,3.6,6300000.0,Business Products & Services,30,New York,NY
1167,Infolink Consulting,3.6,7400000.0,IT Services,23,Denver,CO
1168,College Hunks Hauling Junk,3.6,12300000.0,Consumer Products & Services,500,Tampa,FL
1169,Titan Consulting,3.6,4500000.0,Business Products & Services,81,Cranberry Twp,PA
1170,R P Funding,3.59,12100000.0,Financial Services,70,Maitland,FL
1171,3Pillar Global,3.59,23700000.0,Business Products & Services,615,Fairfax,VA
1172,Spruce Media,3.59,37200000.0,Advertising & Marketing,65,San Francisco,CA
1173,Safe Site,3.58,13600000.0,Energy,197,Loveland,CO
1174,American Data Company,3.58,2400000.0,IT Services,18,Santa Monica,CA
1175,QDIStone,3.57,18800000.0,Consumer Products & Services,34,Phoenix,AZ
1176,Best Well Services,3.57,39000000.0,Energy,239,Tulsa,OK
1177,ING Solutions,3.57,23000000.0,Consumer Products & Services,15,North Miami Beach,FL
1178,MicroSeismic,3.57,79100000.0,Energy,299,Houston,TX
1179,Victory Marketing Agency,3.57,2200000.0,Advertising & Marketing,10,Fort Myers,FL
1180,Lanmark Technology,3.57,33800000.0,Government Services,168,Vienna,VA
1181,Sub Rosa,3.56,9500000.0,Advertising & Marketing,28,New York,NY
1182,iMarine USA,3.56,2100000.0,Retail,5,Thousand Oaks,CA
1183,The Training Associates,3.55,71200000.0,Education,95,Westborough,MA
1184,Ingenuity Associates,3.55,8100000.0,IT Services,32,Brentwood,TN
1185,PlanIT Hardware,3.55,9200000.0,Computer Hardware,9,Atlanta,GA
1186,Amzur Technologies,3.54,6100000.0,IT Services,35,Tampa,FL
1187,HMS Global Maritime,3.54,91600000.0,Logistics & Transportation,576,New Albany,IN
1188,CMX Technologies,3.52,7900000.0,Government Services,38,Reston,VA
1189,National Capitol Contracting,3.52,7200000.0,Government Services,62,Arlington,VA
1190,Usablenet,3.52,59000000.0,IT Services,295,New York,NY
1191,Revenue Universe,3.51,8000000.0,Advertising & Marketing,4,Los Angeles,CA
1192,Health Plan One,3.51,14500000.0,Insurance,52,Shelton,CT
1193,AccruePartners,3.5,11800000.0,Human Resources,27,Charlotte,NC
1194,Blue Sky Scrubs,3.5,5000000.0,Health,7,Austin,TX
1195,GameChanger,3.5,4600000.0,Business Products & Services,25,Alameda,CA
1196,Avionte,3.49,6500000.0,Human Resources,99,Eagan,MN
1197,Triton Digital,3.49,43300000.0,Advertising & Marketing,270,Sherman Oaks,CA
1198,Enve Composites,3.49,12600000.0,Consumer Products & Services,78,Ogden,UT
1199,DevBridge,3.48,2300000.0,Software,50,Chicago,IL
1200,DRT Transportation,3.48,18600000.0,Logistics & Transportation,13,Lebanon,PA
1201,BOS Security,3.48,2600000.0,Security,100,ATHENS,GA
1202,SwimKids Swim Schools,3.47,4000000.0,Education,203,Woodbridge,VA
1203,InRhythm,3.47,3200000.0,IT Services,27,New York,NY
1204,Travel All Russia,3.46,9000000.0,Travel & Hospitality,10,Arlington,VA
1205,Lease A Sales Rep,3.46,9600000.0,Business Products & Services,120,Raleigh,NC
1206,Prairie Quest Consulting,3.46,10500000.0,Government Services,159,Fort Wayne,IN
1207,VoIP Innovations,3.45,9000000.0,Telecommunications,21,Pittsburgh,PA
1208,Magic Hat Consulting,3.44,10400000.0,Business Products & Services,62,Fort Washington,PA
1209,Coastal Luxury Management,3.43,15900000.0,Food & Beverage,200,Monterey,CA
1210,Trepoint,3.43,4300000.0,Advertising & Marketing,15,Great Neck,NY
1211,iVision,3.43,37200000.0,IT Services,82,Atlanta,GA
1212,Maestro,3.43,3700000.0,Business Products & Services,37,Kalamazoo,MI
1213,Nytec,3.42,21700000.0,Engineering,162,Redmond,WA
1214,ALAC International,3.42,56500000.0,Manufacturing,11,New York,NY
1215,Patxi's Pizza,3.42,14200000.0,Food & Beverage,418,Sausalito,CA
1216,Continental Health Alliance,3.41,2900000.0,Insurance,40,Brentwood,TN
1217,Delta Defense,3.41,10500000.0,Media,29,Jackson,WI
1218,Guaranteed Rate,3.41,517000000.0,Real Estate,2391,Chicago,IL
1219,United Esoterics,3.41,3600000.0,Health,41,WOBURN,MA
1220,Benz Communications,3.4,2700000.0,Human Resources,14,San Francisco,CA
1221,DuChateau Floors,3.39,25100000.0,Construction,30,San Diego,CA
1222,Employment Plus,3.39,345600000.0,Human Resources,350,Bloomington,IN
1223,Sales Engine International,3.38,3700000.0,Advertising & Marketing,28,Austin,TX
1224,Sphyra,3.38,7000000.0,Financial Services,24,Spokane Valley,WA
1225,Bounce Energy,3.37,97600000.0,Energy,46,Houston,TX
1226,Gotham Cigars,3.37,4000000.0,Retail,14,Miami,FL
1227,Enviro Clean Products & Services,3.36,18400000.0,Environmental Services,77,Oklahoma City,OK
1228,Fractal Analytics,3.35,16400000.0,Business Products & Services,424,San Mateo,CA
1229,VLink,3.35,14800000.0,IT Services,142,South Windsor,CT
1230,Proxy Personnel,3.35,6200000.0,Human Resources,85,Washington,DC
1231,Spreadshirt,3.35,31400000.0,Retail,283,Boston,MA
1232,United Global Technologies,3.34,4000000.0,IT Services,50,Charlotte,NC
1233,i95Dev,3.34,2600000.0,IT Services,135,Rockville,MD
1234,Berricle,3.34,2200000.0,Retail,11,ASTORIA,NY
1235,DZ Solutions Enterprises,3.34,20600000.0,IT Services,23,Los Angeles,CA
1236,SkillSurvey,3.34,10300000.0,Software,51,Wayne,PA
1237,Beacon Hill Staffing Group,3.34,156100000.0,Human Resources,269,Boston,MA
1238,PinnacleAIS,3.32,27000000.0,Engineering,202,Pasadena,TX
1239,TrackVia,3.32,2300000.0,Business Products & Services,29,Denver,CO
1240,The Nerdery,3.32,37200000.0,Software,440,Minneapolis,MN
1241,BigCommerce,3.32,11800000.0,Software,172,Austin,TX
1242,Defensor Security,3.31,2700000.0,Government Services,150,Alexandria,VA
1243,Elan Partners,3.31,6900000.0,IT Services,88,Addison,TX
1244,OGSystems,3.3,27000000.0,Government Services,133,Chantilly,VA
1245,E Systems Technology,3.3,19000000.0,Manufacturing,84,Santa Clara,CA
1246,Ob Hospitalist Group,3.3,51100000.0,Health,262,Mauldin,SC
1247,RBA,3.3,41500000.0,IT Services,300,Wayzata,MN
1248,BRMi,3.3,17900000.0,Government Services,70,Clarksville,MD
1249,Miva Merchant,3.3,9100000.0,Software,78,San Diego,CA
1250,Cetan Corp,3.29,11400000.0,IT Services,16,Chesapeake,VA
1251,Bild & Company,3.29,3700000.0,Business Products & Services,15,Palm Harbor,FL
1252,Nutiva,3.29,38800000.0,Food & Beverage,52,Richmond,CA
1253,Advanced Fraud Solutions,3.28,2900000.0,Financial Services,11,Kernersville,NC
1254,Appleton Learning,3.27,4100000.0,Education,20,Huntsville,AL
1255,ExterNetworks,3.27,20000000.0,IT Services,180,Piscataway,NJ
1256,Kovarus,3.27,64800000.0,IT Services,49,San Ramon,CA
1257,ReplaceMyContacts.com,3.26,5000000.0,Health,22,Coplay,PA
1258,PharmaPoint,3.25,6600000.0,Health,17,Birmingham,AL
1259,Decorplanet.com,3.25,13800000.0,Retail,61,New York,NY
1260,Saylent,3.25,3500000.0,Financial Services,24,Franklin,MA
1261,Alcova Mortgage,3.25,14800000.0,Financial Services,175,Roanoke,VA
1262,Armenta,3.24,9100000.0,Consumer Products & Services,62,Houston,TX
1263,Two Marines Moving,3.24,2800000.0,Logistics & Transportation,75,Alexandria,VA
1264,JMA Properties,3.24,2100000.0,Real Estate,2,Portland,OR
1265,Crane Worldwide Logistics,3.24,471500000.0,Logistics & Transportation,1200,Houston,TX
1266,Audubon Engineering Company,3.24,248100000.0,Engineering,950,Houston,TX
1267,Landpoint,3.24,12000000.0,Engineering,106,Bossier City,LA
1268,eBridge Solutions,3.23,13800000.0,IT Services,16,Tampa,FL
1269,Evolve IP,3.23,24100000.0,IT Services,80,Wayne,PA
1270,IPT Associates,3.23,15700000.0,Government Services,105,Billerica,MA
1271,Honey-Can-Do International,3.21,28100000.0,Consumer Products & Services,46,Berkeley,IL
1272,Search Influence,3.21,4600000.0,Advertising & Marketing,47,New Orleans,LA
1273,Total Apps,3.2,2300000.0,Financial Services,9,Aliso Viejo,CA
1274,R2 Logistics,3.2,63900000.0,Logistics & Transportation,84,Jacksonville,FL
1275,SCIO Health Analytics,3.2,37700000.0,Health,477,West Hartford,CT
1276,The Dagit Group,3.19,9700000.0,Construction,12,King of Prussia,PA
1277,Pinnacle Solutions,3.19,10200000.0,Government Services,69,Huntsville,AL
1278,Pens N More,3.19,5200000.0,Retail,24,Hickory Hills,IL
1279,Medical Guardian,3.18,5500000.0,Health,34,Philadelphia,PA
1280,VariQ,3.18,8300000.0,Security,41,Washington,DC
1281,Employee Solutions,3.18,79100000.0,Human Resources,66,Plano,TX
1282,Oakland Consulting Group,3.18,18300000.0,IT Services,65,Lanham,MD
1283,Environmental Service Laboratories,3.18,10600000.0,Environmental Services,70,Indiana,PA
1284,Hearthside Food Solutions,3.17,839600000.0,Food & Beverage,5000,Downers Grove,IL
1285,Team Velocity Marketing,3.17,38400000.0,Advertising & Marketing,87,Herndon,VA
1286,Total Beauty Media Group,3.17,8400000.0,Media,35,Santa Monica,CA
1287,IP Pathways,3.17,14400000.0,IT Services,23,Urbandale,IA
1288,SouthEnd Exteriors,3.17,13000000.0,Construction,21,Charlotte,NC
1289,The Business Backer,3.16,9600000.0,Financial Services,47,Cincinnati,OH
1290,SASid Insurance Development,3.16,7800000.0,Insurance,32,Janesville,WI
1291,DefySupply.com,3.15,3400000.0,Retail,32,Minneapolis,MN
1292,Bongo International,3.15,10900000.0,Logistics & Transportation,85,Bridgeport,CT
1293,Madison Logic,3.14,14900000.0,Advertising & Marketing,51,New York,NY
1294,Mister Quik,3.14,11300000.0,Consumer Products & Services,74,Indianapolis,IN
1295,Orsini Healthcare,3.14,86300000.0,Health,162,Elk Grove Village,IL
1296,Phone.com,3.14,6000000.0,Telecommunications,31,Livingston,NJ
1297,JJR Solutions,3.13,3400000.0,IT Services,36,Dayton,OH
1298,Rickshaw Bagworks,3.13,2000000.0,Consumer Products & Services,20,San Francisco,CA
1299,Nature's Innovation,3.13,6200000.0,Environmental Services,32,Buford,GA
1300,ClearBridge Technology Group,3.13,17000000.0,IT Services,110,Billerica,MA
1301,Crucial Vacuum,3.12,5100000.0,Retail,17,Little Ferry,NJ
1302,Resonate,3.12,16800000.0,Advertising & Marketing,79,Reston,VA
1303,Lux Consulting,3.12,11300000.0,Government Services,55,Silver Spring,MD
1304,Chenal Brands,3.12,109200000.0,Media,356,Los Angeles,CA
1305,Balsam Brands,3.1,34700000.0,Retail,32,Redwood City,CA
1306,BrightStar Care,3.1,211900000.0,Health,31,Gurnee,IL
1307,Hoffman Weber Construction,3.1,13600000.0,Construction,48,Fridley,MN
1308,ASK Staffing,3.09,22100000.0,Human Resources,1001,Duluth,GA
1309,ApplicantPro,3.09,2000000.0,Human Resources,23,American Fork,UT
1310,LPS Integration,3.09,72000000.0,IT Services,48,Nashville,TN
1311,Technatomy,3.08,40300000.0,Government Services,185,Fairfax,VA
1312,Prive Jets,3.08,16500000.0,Travel & Hospitality,12,Hallandale,FL
1313,Mortgage Returns,3.07,4200000.0,Financial Services,39,Saint Louis,MO
1314,Kentico Software,3.07,4400000.0,Software,11,Nashua,NH
1315,Black Lotus Communications,3.07,2300000.0,IT Services,12,Los Angeles,CA
1316,Integrated Practice Solutions,3.07,19800000.0,Health,81,San Diego,CA
1317,Premier Staffing,3.07,15600000.0,Human Resources,35,San Francisco,CA
1318,InThinc,3.07,47400000.0,Telecommunications,97,West Valley City,UT
1319,Telogis,3.07,69400000.0,Software,370,Aliso Viejo,CA
1320,Blue Sky MD,3.07,3200000.0,Health,29,Hendersonville,NC
1321,Edvisors,3.07,10500000.0,Advertising & Marketing,28,Quincy,MA
1322,Mindspark International,3.06,3500000.0,IT Services,25,Cumming,GA
1323,Knight Insurance Group,3.06,133900000.0,Insurance,50,LOS ANGELES,CA
1324,NTP Wireless,3.06,4800000.0,Real Estate,8,chicago,IL
1325,Impact Advisors,3.05,39500000.0,Health,140,Naperville,IL
1326,Lyons Consulting Group,3.05,13800000.0,IT Services,97,Chicago,IL
1327,Johnnie-O,3.04,2200000.0,Consumer Products & Services,7,Santa Monica,CA
1328,AffiniPay,3.04,6700000.0,Financial Services,30,Austin,TX
1329,Cumberland Consulting Group,3.04,36300000.0,IT Services,174,Franklin,TN
1330,RevGen Partners,3.03,8500000.0,Business Products & Services,58,Centennial,CO
1331,Set and Service Resources,3.03,14500000.0,Human Resources,25,Raleigh,NC
1332,Marvel Technologies,3.03,4600000.0,IT Services,60,Novi,MI
1333,Teles Properties,3.03,39400000.0,Real Estate,36,Los Angeles,CA
1334,Kinder Reese,3.03,3300000.0,Real Estate,17,Frisco,TX
1335,Procore Technologies,3.02,4800000.0,Software,31,Santa Barbara,CA
1336,ESC Services,3.02,4600000.0,Engineering,25,Franklin,WI
1337,DreamBrands,3.02,4400000.0,Health,15,Phoenix,AZ
1338,Impact Management Services,3.02,12000000.0,Human Resources,425,Southfield,MI
1339,Saturn Tech,3.01,2700000.0,IT Services,52,Farmington Hills,MI
1340,G3 Communications,3.01,2300000.0,Advertising & Marketing,15,Hasbrouck Heights,NJ
1341,BioAgilytix Labs,3.0,11900000.0,Health,40,Durham,NC
1342,Keystone Compliance,3.0,2100000.0,Engineering,17,New Castle,PA
1343,Brightway Insurance,3.0,257000000.0,Insurance,136,Jacksonville,FL
1344,Cal-American Homes,2.99,2200000.0,Real Estate,12,Claremont,CA
1345,Pyxl,2.99,2800000.0,Advertising & Marketing,22,Knoxville,TN
1346,Tilson Technology,2.99,7100000.0,IT Services,45,Portland,ME
1347,FM Facility Maintenance,2.99,459700000.0,Business Products & Services,327,Hartford,CT
1348,Copious,2.99,2600000.0,Advertising & Marketing,17,Portland,OR
1349,Magellan Search & Staffing,2.99,5700000.0,Human Resources,39,Plymouth Meeting,PA
1350,Slate Rock Safety,2.99,3900000.0,Business Products & Services,15,Medina,OH
1351,Wilco Machine & Fab,2.99,137000000.0,Manufacturing,270,Marlow,OK
1352,Housh,2.99,5400000.0,Retail,12,Monroe,OH
1353,Authenticom,2.98,12100000.0,Software,85,La Crosse,WI
1354,hrQ,2.98,8100000.0,Human Resources,18,Denver,CO
1355,NetVision Resources,2.98,16300000.0,IT Services,120,Chantilly,VA
1356,IT America,2.98,13500000.0,IT Services,172,edison,NJ
1357,Elite SEM,2.98,10300000.0,Advertising & Marketing,40,Gladwyne,PA
1358,MINDBODY,2.98,32500000.0,Software,497,San Louis Obispo,CA
1359,Morning Star Financial Services,2.98,4700000.0,Financial Services,9,Golden Valley,MN
1360,LEAD IT,2.98,23700000.0,IT Services,246,SPRINGFIELD,IL
1361,Cenergy International Services,2.98,248200000.0,Energy,317,Houston,TX
1362,Beta Soft Systems,2.97,25200000.0,IT Services,250,Fremont,CA
1363,Direct Recruiters,2.97,3800000.0,Human Resources,20,Solon,OH
1364,Vertek Solutions,2.97,9100000.0,Human Resources,97,Franklin,TN
1365,Azalea Health,2.96,2100000.0,Health,38,Valdosta,GA
1366,Beyond The Office Door,2.96,4000000.0,Retail,3,Wausau,WI
1367,Tiempo Development,2.96,7700000.0,Software,202,Phoenix,AZ
1368,Select Engineering,2.96,9700000.0,Engineering,49,Tulsa,OK
1369,Asetek,2.94,18700000.0,Computer Hardware,60,San Jose,CA
1370,NAECO,2.94,16400000.0,Manufacturing,23,Peachtree City,GA
1371,Impelsys,2.94,12900000.0,Software,220,New York,NY
1372,SolarCity,2.94,128700000.0,Energy,2300,San Mateo,CA
1373,Galen Healthcare Solutions,2.94,14500000.0,Health,78,Chicago,IL
1374,ClickToShop.com,2.93,3900000.0,Retail,17,St. Paul,MN
1375,4U2U Brands,2.93,3700000.0,Consumer Products & Services,9,Richmond,VA
1376,HireNetworks,2.93,3900000.0,Human Resources,71,Raleigh,NC
1377,PCI Strategic Management,2.93,26900000.0,Government Services,149,Columbia,MD
1378,360 Mortgage Group,2.93,37600000.0,Financial Services,72,Austin,TX
1379,PRICE FOR PROFIT,2.93,6200000.0,Business Products & Services,28,Clveland,OH
1380,Infogressive,2.93,2000000.0,Security,12,Lincoln,NE
1381,Gold Star Mortgage Financial Group,2.92,59900000.0,Financial Services,456,Ann Arbor,MI
1382,City Sounds of NY,2.92,2000000.0,Education,40,New York,NY
1383,Tiny Tots Therapy,2.92,3500000.0,Health,14,scotch plains,NJ
1384,Global Legal Discovery,2.92,7000000.0,IT Services,54,Atlanta,GA
1385,Zipline Logistics,2.92,13200000.0,Logistics & Transportation,25,Columbus,OH
1386,Partner Engineering and Science,2.92,39000000.0,Environmental Services,217,Torrance,CA
1387,Doctors Administrative Solutions,2.91,2700000.0,Health,24,Tampa,FL
1388,MedTouch,2.91,5700000.0,Health,35,Cambridge,MA
1389,Clarity Partners,2.91,9000000.0,IT Services,62,Chicago,IL
1390,ESD,2.9,42400000.0,Health,46,Toledo,OH
