ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
Diseases of the nervous system,ME,2008,736,1330509,55.3
Diseases of the nervous system,ME,2009,781,1329590,58.7
Diseases of the nervous system,ME,2010,815,1328361,61.4
Diseases of the nervous system,MD,1999,1459,5254509,27.8
Diseases of the nervous system,MD,2000,1577,5296486,29.8
Diseases of the nervous system,MD,2001,1812,5374691,33.7
Diseases of the nervous system,MD,2002,1669,5440389,30.7
Diseases of the nervous system,MD,2003,1725,5496269,31.4
Diseases of the nervous system,MD,2004,1752,5546935,31.6
Diseases of the nervous system,MD,2005,1775,5592379,31.7
Diseases of the nervous system,MD,2006,1861,5627367,33.1
Diseases of the nervous system,MD,2007,1796,5653408,31.8
Diseases of the nervous system,MD,2008,1944,5684965,34.2
Diseases of the nervous system,MD,2009,1850,5730388,32.3
Diseases of the nervous system,MD,2010,1990,5773552,34.5
Diseases of the nervous system,MA,1999,2263,6317345,35.8
Diseases of the nervous system,MA,2000,2538,6349097,40
Diseases of the nervous system,MA,2001,2745,6397634,42.9
Diseases of the nervous system,MA,2002,2793,6417206,43.5
Diseases of the nervous system,MA,2003,2713,6422565,42.2
Diseases of the nervous system,MA,2004,2832,6412281,44.2
Diseases of the nervous system,MA,2005,2803,6403290,43.8
Diseases of the nervous system,MA,2006,2732,6410084,42.6
Diseases of the nervous system,MA,2007,2918,6431559,45.4
Diseases of the nervous system,MA,2008,3023,6468967,46.7
Diseases of the nervous system,MA,2009,2924,6517613,44.9
Diseases of the nervous system,MA,2010,2977,6547629,45.5
Diseases of the nervous system,MI,1999,3071,9897116,31
Diseases of the nervous system,MI,2000,3321,9938444,33.4
Diseases of the nervous system,MI,2001,3508,9991120,35.1
Diseases of the nervous system,MI,2002,3750,10015710,37.4
Diseases of the nervous system,MI,2003,4017,10041152,40
Diseases of the nervous system,MI,2004,4027,10055315,40
Diseases of the nervous system,MI,2005,4312,10051137,42.9
Diseases of the nervous system,MI,2006,4316,10036081,43
Diseases of the nervous system,MI,2007,4581,10001284,45.8
Diseases of the nervous system,MI,2008,4843,9946889,48.7
Diseases of the nervous system,MI,2009,4670,9901591,47.2
Diseases of the nervous system,MI,2010,4944,9883640,50
Diseases of the nervous system,MN,1999,1985,4873481,40.7
Diseases of the nervous system,MN,2000,2137,4919479,43.4
Diseases of the nervous system,MN,2001,2137,4982796,42.9
Diseases of the nervous system,MN,2002,2257,5018935,45
Diseases of the nervous system,MN,2003,2236,5053572,44.2
Diseases of the nervous system,MN,2004,2214,5087713,43.5
Diseases of the nervous system,MN,2005,2381,5119598,46.5
Diseases of the nervous system,MN,2006,2388,5163555,46.2
Diseases of the nervous system,MN,2007,2246,5207203,43.1
Diseases of the nervous system,MN,2008,2490,5247018,47.5
Diseases of the nervous system,MN,2009,2546,5281203,48.2
Diseases of the nervous system,MN,2010,2720,5303925,51.3
Diseases of the nervous system,MS,1999,752,2828408,26.6
Diseases of the nervous system,MS,2000,831,2844658,29.2
Diseases of the nervous system,MS,2001,861,2852994,30.2
Diseases of the nervous system,MS,2002,986,2858681,34.5
Diseases of the nervous system,MS,2003,1037,2868312,36.2
Diseases of the nervous system,MS,2004,1072,2889010,37.1
Diseases of the nervous system,MS,2005,1167,2905943,40.2
Diseases of the nervous system,MS,2006,1227,2904978,42.2
Diseases of the nervous system,MS,2007,1267,2928350,43.3
Diseases of the nervous system,MS,2008,1404,2947806,47.6
Diseases of the nervous system,MS,2009,1397,2958774,47.2
Diseases of the nervous system,MS,2010,1455,2967297,49
Diseases of the nervous system,MO,1999,1890,5561948,34
Diseases of the nervous system,MO,2000,2069,5595211,37
Diseases of the nervous system,MO,2001,2102,5641142,37.3
Diseases of the nervous system,MO,2002,2170,5674825,38.2
Diseases of the nervous system,MO,2003,2346,5709403,41.1
Diseases of the nervous system,MO,2004,2414,5747741,42
Diseases of the nervous system,MO,2005,2769,5790300,47.8
Diseases of the nervous system,MO,2006,2752,5842704,47.1
Diseases of the nervous system,MO,2007,2820,5887612,47.9
Diseases of the nervous system,MO,2008,3221,5923916,54.4
Diseases of the nervous system,MO,2009,2934,5961088,49.2
Diseases of the nervous system,MO,2010,3242,5988927,54.1
Diseases of the nervous system,MT,1999,352,897507,39.2
Diseases of the nervous system,MT,2000,379,902195,42
Diseases of the nervous system,MT,2001,426,906961,47
Diseases of the nervous system,MT,2002,456,911667,50
Diseases of the nervous system,MT,2003,419,919630,45.6
Diseases of the nervous system,MT,2004,409,930009,44
Diseases of the nervous system,MT,2005,473,940102,50.3
Diseases of the nervous system,MT,2006,415,952692,43.6
Diseases of the nervous system,MT,2007,483,964706,50.1
Diseases of the nervous system,MT,2008,526,976415,53.9
Diseases of the nervous system,MT,2009,507,983982,51.5
Diseases of the nervous system,MT,2010,539,989415,54.5
Diseases of the nervous system,NE,1999,622,1704764,36.5
Diseases of the nervous system,NE,2000,622,1711263,36.3
Diseases of the nervous system,NE,2001,739,1719836,43
Diseases of the nervous system,NE,2002,760,1728292,44
Diseases of the nervous system,NE,2003,801,1738643,46.1
Diseases of the nervous system,NE,2004,782,1749370,44.7
Diseases of the nervous system,NE,2005,829,1761497,47.1
Diseases of the nervous system,NE,2006,844,1772693,47.6
Diseases of the nervous system,NE,2007,889,1783440,49.8
Diseases of the nervous system,NE,2008,1000,1796378,55.7
Diseases of the nervous system,NE,2009,956,1812683,52.7
Diseases of the nervous system,NE,2010,986,1826341,54
Diseases of the nervous system,NV,1999,395,1934718,20.4
Diseases of the nervous system,NV,2000,394,1998257,19.7
Diseases of the nervous system,NV,2001,469,2098399,22.4
Diseases of the nervous system,NV,2002,525,2173791,24.2
Diseases of the nervous system,NV,2003,588,2248850,26.1
Diseases of the nervous system,NV,2004,589,2346222,25.1
Diseases of the nervous system,NV,2005,652,2432143,26.8
Diseases of the nervous system,NV,2006,587,2522658,23.3
Diseases of the nervous system,NV,2007,562,2601072,21.6
Diseases of the nervous system,NV,2008,618,2653630,23.3
Diseases of the nervous system,NV,2009,668,2684665,24.9
Diseases of the nervous system,NV,2010,673,2700551,24.9
Diseases of the nervous system,NH,1999,451,1222014,36.9
Diseases of the nervous system,NH,2000,475,1235786,38.4
Diseases of the nervous system,NH,2001,473,1255517,37.7
Diseases of the nervous system,NH,2002,481,1269089,37.9
Diseases of the nervous system,NH,2003,496,1279840,38.8
Diseases of the nervous system,NH,2004,533,1290121,41.3
Diseases of the nervous system,NH,2005,591,1298492,45.5
Diseases of the nervous system,NH,2006,602,1308389,46
Diseases of the nervous system,NH,2007,647,1312540,49.3
Diseases of the nervous system,NH,2008,600,1315906,45.6
Diseases of the nervous system,NH,2009,622,1316102,47.3
Diseases of the nervous system,NH,2010,651,1316470,49.5
Diseases of the nervous system,NJ,1999,2191,8359592,26.2
Diseases of the nervous system,NJ,2000,2534,8414350,30.1
Diseases of the nervous system,NJ,2001,2624,8492671,30.9
Diseases of the nervous system,NJ,2002,2832,8552643,33.1
Diseases of the nervous system,NJ,2003,2910,8601402,33.8
Diseases of the nervous system,NJ,2004,2936,8634561,34
Diseases of the nervous system,NJ,2005,3195,8651974,36.9
Diseases of the nervous system,NJ,2006,3034,8661679,35
Diseases of the nervous system,NJ,2007,3300,8677885,38
Diseases of the nervous system,NJ,2008,3323,8711090,38.1
Diseases of the nervous system,NJ,2009,3324,8755602,38
Diseases of the nervous system,NJ,2010,3410,8791894,38.8
Diseases of the nervous system,NM,1999,469,1808082,25.9
Diseases of the nervous system,NM,2000,536,1819046,29.5
Diseases of the nervous system,NM,2001,592,1831690,32.3
Diseases of the nervous system,NM,2002,605,1855309,32.6
Diseases of the nervous system,NM,2003,678,1877574,36.1
Diseases of the nervous system,NM,2004,648,1903808,34
Diseases of the nervous system,NM,2005,662,1932274,34.3
Diseases of the nervous system,NM,2006,715,1962137,36.4
Diseases of the nervous system,NM,2007,699,1990070,35.1
Diseases of the nervous system,NM,2008,763,2010662,37.9
Diseases of the nervous system,NM,2009,759,2036802,37.3
Diseases of the nervous system,NM,2010,739,2059179,35.9
Diseases of the nervous system,NY,1999,3281,18882725,17.4
Diseases of the nervous system,NY,2000,3538,18976457,18.6
Diseases of the nervous system,NY,2001,3636,19082838,19.1
Diseases of the nervous system,NY,2002,3843,19137800,20.1
Diseases of the nervous system,NY,2003,3926,19175939,20.5
Diseases of the nervous system,NY,2004,4045,19171567,21.1
Diseases of the nervous system,NY,2005,4210,19132610,22
Diseases of the nervous system,NY,2006,4310,19104631,22.6
Diseases of the nervous system,NY,2007,4275,19132335,22.3
Diseases of the nervous system,NY,2008,4780,19212436,24.9
Diseases of the nervous system,NY,2009,4962,19307066,25.7
Diseases of the nervous system,NY,2010,5254,19378102,27.1
Diseases of the nervous system,NC,1999,2554,7949361,32.1
Diseases of the nervous system,NC,2000,2902,8049313,36.1
Diseases of the nervous system,NC,2001,2944,8210122,35.9
Diseases of the nervous system,NC,2002,3190,8326201,38.3
Diseases of the nervous system,NC,2003,3441,8422501,40.9
Diseases of the nervous system,NC,2004,3478,8553152,40.7
Diseases of the nervous system,NC,2005,3935,8705407,45.2
Diseases of the nervous system,NC,2006,3735,8917270,41.9
Diseases of the nervous system,NC,2007,4069,9118037,44.6
Diseases of the nervous system,NC,2008,4219,9309449,45.3
Diseases of the nervous system,NC,2009,4425,9449566,46.8
Diseases of the nervous system,NC,2010,4615,9535483,48.4
Diseases of the nervous system,ND,1999,267,644259,41.4
Diseases of the nervous system,ND,2000,344,642200,53.6
Diseases of the nervous system,ND,2001,330,639062,51.6
Diseases of the nervous system,ND,2002,406,638168,63.6
Diseases of the nervous system,ND,2003,469,638817,73.4
Diseases of the nervous system,ND,2004,431,644705,66.9
Diseases of the nervous system,ND,2005,430,646089,66.6
Diseases of the nervous system,ND,2006,447,649422,68.8
Diseases of the nervous system,ND,2007,523,652822,80.1
Diseases of the nervous system,ND,2008,431,657569,65.5
Diseases of the nervous system,ND,2009,498,664968,74.9
Diseases of the nervous system,ND,2010,510,672591,75.8
Diseases of the nervous system,OH,1999,3911,11335454,34.5
Diseases of the nervous system,OH,2000,4141,11353140,36.5
Diseases of the nervous system,OH,2001,4285,11387404,37.6
Diseases of the nervous system,OH,2002,4710,11407889,41.3
Diseases of the nervous system,OH,2003,5083,11434788,44.5
Diseases of the nervous system,OH,2004,4994,11452251,43.6
Diseases of the nervous system,OH,2005,5715,11463320,49.9
Diseases of the nervous system,OH,2006,5894,11481213,51.3
Diseases of the nervous system,OH,2007,5993,11500468,52.1
Diseases of the nervous system,OH,2008,6710,11515391,58.3
Diseases of the nervous system,OH,2009,6337,11528896,55
Diseases of the nervous system,OH,2010,6634,11536504,57.5
Diseases of the nervous system,OK,1999,1093,3437147,31.8
Diseases of the nervous system,OK,2000,1165,3450654,33.8
Diseases of the nervous system,OK,2001,1187,3467100,34.2
Diseases of the nervous system,OK,2002,1324,3489080,37.9
Diseases of the nervous system,OK,2003,1417,3504892,40.4
Diseases of the nervous system,OK,2004,1460,3525233,41.4
Diseases of the nervous system,OK,2005,1712,3548597,48.2
Diseases of the nervous system,OK,2006,1595,3594090,44.4
Diseases of the nervous system,OK,2007,1615,3634349,44.4
Diseases of the nervous system,OK,2008,1740,3668976,47.4
Diseases of the nervous system,OK,2009,1633,3717572,43.9
Diseases of the nervous system,OK,2010,1694,3751351,45.2
Diseases of the nervous system,OR,1999,1452,3393941,42.8
Diseases of the nervous system,OR,2000,1558,3421399,45.5
Diseases of the nervous system,OR,2001,1709,3467937,49.3
Diseases of the nervous system,OR,2002,1834,3513424,52.2
Diseases of the nervous system,OR,2003,1898,3547376,53.5
Diseases of the nervous system,OR,2004,1993,3569463,55.8
Diseases of the nervous system,OR,2005,1974,3613202,54.6
Diseases of the nervous system,OR,2006,2069,3670883,56.4
Diseases of the nervous system,OR,2007,2009,3722417,54
Diseases of the nervous system,OR,2008,2175,3768748,57.7
Diseases of the nervous system,OR,2009,2099,3808600,55.1
Diseases of the nervous system,OR,2010,2180,3831074,56.9
Diseases of the nervous system,PA,1999,4271,12263805,34.8
Diseases of the nervous system,PA,2000,4894,12281054,39.8
Diseases of the nervous system,PA,2001,5236,12298970,42.6
Diseases of the nervous system,PA,2002,5349,12331031,43.4
Diseases of the nervous system,PA,2003,5469,12374658,44.2
Diseases of the nervous system,PA,2004,5760,12410722,46.4
Diseases of the nervous system,PA,2005,6206,12449990,49.8
Diseases of the nervous system,PA,2006,6010,12510809,48
Diseases of the nervous system,PA,2007,6340,12563937,50.5
Diseases of the nervous system,PA,2008,6723,12612285,53.3
Diseases of the nervous system,PA,2009,6415,12666858,50.6
Diseases of the nervous system,PA,2010,6496,12702379,51.1
Diseases of the nervous system,RI,1999,368,1040402,35.4
Diseases of the nervous system,RI,2000,389,1048319,37.1
Diseases of the nervous system,RI,2001,410,1057142,38.8
Diseases of the nervous system,RI,2002,461,1065995,43.2
Diseases of the nervous system,RI,2003,498,1071342,46.5
Diseases of the nervous system,RI,2004,467,1074579,43.5
Diseases of the nervous system,RI,2005,484,1067916,45.3
Diseases of the nervous system,RI,2006,498,1063096,46.8
Diseases of the nervous system,RI,2007,544,1057315,51.5
Diseases of the nervous system,RI,2008,579,1055003,54.9
Diseases of the nervous system,RI,2009,517,1053646,49.1
Diseases of the nervous system,RI,2010,549,1052567,52.2
Diseases of the nervous system,SC,1999,1256,3974682,31.6
Diseases of the nervous system,SC,2000,1456,4012012,36.3
Diseases of the nervous system,SC,2001,1501,4064995,36.9
Diseases of the nervous system,SC,2002,1641,4107795,39.9
Diseases of the nervous system,SC,2003,1707,4150297,41.1
Diseases of the nervous system,SC,2004,1917,4210921,45.5
Diseases of the nervous system,SC,2005,2053,4270150,48.1
Diseases of the nervous system,SC,2006,2187,4357847,50.2
Diseases of the nervous system,SC,2007,2227,4444110,50.1
Diseases of the nervous system,SC,2008,2326,4528996,51.4
Diseases of the nervous system,SC,2009,2328,4589872,50.7
Diseases of the nervous system,SC,2010,2594,4625364,56.1
Diseases of the nervous system,SD,1999,270,750412,36
Diseases of the nervous system,SD,2000,309,754844,40.9
Diseases of the nervous system,SD,2001,295,757972,38.9
Diseases of the nervous system,SD,2002,300,760020,39.5
Diseases of the nervous system,SD,2003,333,763729,43.6
Diseases of the nervous system,SD,2004,399,770396,51.8
Diseases of the nervous system,SD,2005,430,775493,55.4
Diseases of the nervous system,SD,2006,497,783033,63.5
Diseases of the nervous system,SD,2007,515,791623,65.1
Diseases of the nervous system,SD,2008,570,799124,71.3
Diseases of the nervous system,SD,2009,580,807067,71.9
Diseases of the nervous system,SD,2010,586,814180,72
Diseases of the nervous system,TN,1999,1699,5638706,30.1
Diseases of the nervous system,TN,2000,1839,5689283,32.3
Diseases of the nervous system,TN,2001,1984,5750789,34.5
Diseases of the nervous system,TN,2002,2141,5795918,36.9
Diseases of the nervous system,TN,2003,2403,5847812,41.1
Diseases of the nervous system,TN,2004,2536,5910809,42.9
